7798.7,8244.7,0.34056,0.046064,100,0.5,10,2465,0
7815.5,8239.1,0.30097,0.04359,100,0.5,10,2450,1
7897.4,8340.3,0.29513,0.043827,100,0.5,10,2470,2
8035.2,8464.6,0.3038,0.043573,100,0.5,10,2505,3
7787.8,8206.5,0.31892,0.043694,100,0.5,10,2452,4
7874.8,8317.1,0.29619,0.043474,100,0.5,10,2436,5
7738.9,8192.2,0.29448,0.045363,100,0.5,10,2440,6
7909.8,8357.3,0.31153,0.042898,100,0.5,10,2489,7
7809.3,8258,0.30966,0.043283,100,0.5,10,2469,8
7939.9,8371.7,0.32804,0.043269,100,0.5,10,2458,9
11457,12103,0.2974,0.042951,100,0.5,15,2474,0
11584,12254,0.30166,0.043768,100,0.5,15,2495,1
11398,11978,0.30492,0.04401,100,0.5,15,2442,2
11597,12227,0.33526,0.04529,100,0.5,15,2516,3
11307,11959,0.29286,0.043548,100,0.5,15,2435,4
11381,12016,0.31469,0.045866,100,0.5,15,2441,5
11614,12220,0.33346,0.043466,100,0.5,15,2478,6
11878,12470,0.31545,0.043291,100,0.5,15,2527,7
11638,12302,0.3057,0.043444,100,0.5,15,2458,8
11685,12291,0.31873,0.043435,100,0.5,15,2493,9
1395.8,1456.4,0.33474,0.044033,100,0.5,1,2449,0
1377.8,1442.7,0.3769,0.049928,100,0.5,1,2446,1
1383.2,1446.8,0.3925,0.043447,100,0.5,1,2438,2
1406.2,1466.2,0.34451,0.043077,100,0.5,1,2477,3
1406.6,1472.2,0.35942,0.044884,100,0.5,1,2502,4
1406.2,1472,0.36343,0.056596,100,0.5,1,2503,5
1421.7,1487.7,0.37278,0.045178,100,0.5,1,2527,6
1353.5,1421.3,0.34473,0.043485,100,0.5,1,2395,7
1398.9,1466.2,0.36375,0.044233,100,0.5,1,2478,8
1420.2,1482.6,0.33445,0.043377,100,0.5,1,2516,9
15048,15867,0.2923,0.042769,100,0.5,20,2472,0
15586,16427,0.29586,0.043349,100,0.5,20,2527,1
15717,16587,0.29331,0.042909,100,0.5,20,2511,2
15302,16154,0.29052,0.043195,100,0.5,20,2475,3
14859,15674,0.29757,0.043132,100,0.5,20,2456,4
15427,16262,0.29101,0.043125,100,0.5,20,2545,5
14963,15813,0.29442,0.043458,100,0.5,20,2461,6
15240,16091,0.29385,0.043208,100,0.5,20,2466,7
15136,15974,0.29216,0.043376,100,0.5,20,2477,8
15273,16121,0.30665,0.042991,100,0.5,20,2508,9
19061,20121,0.31719,0.043444,100,0.5,25,2511,0
18374,19364,0.29085,0.043349,100,0.5,25,2454,1
18825,19855,0.29524,0.043576,100,0.5,25,2532,2
18847,19851,0.29339,0.04296,100,0.5,25,2490,3
18540,19581,0.29527,0.042917,100,0.5,25,2424,4
18512,19551,0.29161,0.042591,100,0.5,25,2476,5
18693,19767,0.3219,0.043847,100,0.5,25,2488,6
18770,19830,0.34149,0.043125,100,0.5,25,2484,7
18816,19898,0.3269,0.04422,100,0.5,25,2511,8
18397,19458,0.35124,0.053015,100,0.5,25,2433,9
4264.5,4495.6,0.35261,0.043634,100,0.5,5,2475,0
4387.2,4625.2,0.33647,0.048647,100,0.5,5,2538,1
4163.8,4396.8,0.32481,0.043748,100,0.5,5,2459,2
4304.5,4540.1,0.30717,0.042485,100,0.5,5,2465,3
4282.7,4498.6,0.30702,0.04242,100,0.5,5,2500,4
4209.4,4444,0.31323,0.043675,100,0.5,5,2427,5
4212.8,4432.8,0.31487,0.043819,100,0.5,5,2451,6
4158.1,4382.7,0.30878,0.043148,100,0.5,5,2419,7
