18771,19830,0.419,0.047212,100,0.5,25,2484,7
18848,19898,0.39683,0.045333,100,0.5,25,2511,8
18368,19458,0.41722,0.045967,100,0.5,25,2433,9
4254.7,4495.6,0.41571,0.045754,100,0.5,5,2475,0
4383.2,4625.2,0.41828,0.045698,100,0.5,5,2538,1
4174.1,4396.8,0.41817,0.046282,100,0.5,5,2459,2
4306.1,4540.1,0.41603,0.043648,100,0.5,5,2465,3
4283.2,4498.6,0.41759,0.045628,100,0.5,5,2500,4
4214.6,4444,0.43156,0.045552,100,0.5,5,2427,5
4212.1,4432.8,0.42525,0.045289,100,0.5,5,2451,6
4156.9,4382.7,0.41354,0.044255,100,0.5,5,2419,7
4109.1,4343.4,0.4109,0.043393,100,0.5,5,2403,8
4380.4,4627.8,0.41732,0.047357,100,0.5,5,2494,9
14696,15077,0.40205,0.045586,100,1,10,4950,0
14868,15261,0.39906,0.047037,100,1,10,4950,1
14653,15008,0.4007,0.046247,100,1,10,4950,2
14808,15196,0.40198,0.044004,100,1,10,4950,3
14516,14891,0.39654,0.045749,100,1,10,4950,4
14464,14840,0.40092,0.045857,100,1,10,4950,5
14593,14971,0.41381,0.045567,100,1,10,4950,6
14382,14762,0.41981,0.048052,100,1,10,4950,7
14556,14934,0.4542,0.047547,100,1,10,4950,8
14592,14967,0.39729,0.044333,100,1,10,4950,9
21082,21671,0.35081,0.043096,100,1,15,4950,0
21386,21934,0.36607,0.041688,100,1,15,4950,1
21258,21835,0.36589,0.043622,100,1,15,4950,2
21432,21981,0.3472,0.041643,100,1,15,4950,3
21275,21866,0.37328,0.042111,100,1,15,4950,4
21242,21853,0.37059,0.04114,100,1,15,4950,5
20972,21565,0.37411,0.041961,100,1,15,4950,6
21206,21802,0.37307,0.041979,100,1,15,4950,7
21662,22270,0.38749,0.042571,100,1,15,4950,8
21492,22088,0.37624,0.042605,100,1,15,4950,9
2492.5,2500,0.27234,0.04281,100,1,1,4950,0
2492.7,2500,0.27115,0.042211,100,1,1,4950,1
2488.7,2500,0.27027,0.042589,100,1,1,4950,2
2491,2500,0.26981,0.042337,100,1,1,4950,3
2491,2500,0.27299,0.042442,100,1,1,4950,4
2492,2500,0.27526,0.041817,100,1,1,4950,5
2493.4,2500,0.26725,0.045723,100,1,1,4950,6
2491.3,2500,0.26892,0.041942,100,1,1,4950,7
2493.4,2500,0.27461,0.041969,100,1,1,4950,8
2491.5,2500,0.27136,0.041773,100,1,1,4950,9
27906,28695,0.3898,0.043044,100,1,20,4950,0
28062,28848,0.37056,0.044608,100,1,20,4950,1
27749,28504,0.37759,0.04203,100,1,20,4950,2
27783,28544,0.39278,0.041761,100,1,20,4950,3
27794,28574,0.38374,0.042052,100,1,20,4950,4
28062,28908,0.3897,0.04256,100,1,20,4950,5
27925,28720,0.39003,0.041899,100,1,20,4950,6
28175,28948,0.36682,0.041997,100,1,20,4950,7
28151,28923,0.37234,0.04183,100,1,20,4950,8
27992,28731,0.37291,0.041853,100,1,20,4950,9
34729,35637,0.35832,0.041594,100,1,25,4950,0
34146,35085,0.41003,0.043079,100,1,25,4950,1
34295,35253,0.37277,0.042648,100,1,25,4950,2
33825,34794,0.39416,0.042527,100,1,25,4950,3
34776,35714,0.37528,0.042863,100,1,25,4950,4
34523,35449,0.37157,0.042298,100,1,25,4950,5
34458,35414,0.37811,0.042245,100,1,25,4950,6
34650,35611,0.36916,0.042707,100,1,25,4950,7
34750,35723,0.37256,0.042981,100,1,25,4950,8
34496,35449,0.37551,0.043411,100,1,25,4950,9
7827,8022.9,0.39329,0.041611,100,1,5,4950,0
7941.9,8142.3,0.38989,0.043263,100,1,5,4950,1
7911.2,8093.9,0.38892,0.043359,100,1,5,4950,2
7927.8,8129.6,0.4131,0.041602,100,1,5,4950,3
7935.9,8132.1,0.37127,0.042514,100,1,5,4950,4
7882.5,8077,0.4014,0.042778,100,1,5,4950,5
7866.7,8057.8,0.37392,0.041339,100,1,5,4950,6
7884.6,8086.3,0.39265,0.04156,100,1,5,4950,7
7964.6,8158.3,0.40165,0.042344,100,1,5,4950,8
7854.1,8049.1,0.3734,0.041754,100,1,5,4950,9
